SORBI_3001G000100	Sobic.001G000100	Sb01g000200	-
SORBI_3004G205600	Sobic.004G205600	Sb04g025160	similar to Global transcription factor group E
SORBI_3004G205700	Sobic.004G205700	Sb04g025170	weakly similar to Remorin-like protein
SORBI_3004G205800	Sobic.004G205800	Sb04g025180	similar to Cyclin-dependent kinase G-1
SORBI_3004G206200	Sobic.004G206200	Sb04g025195	PTHR13068:SF9 - MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN (1 of 1)
SORBI_3004G206300	Sobic.004G206300	Sb04g025200	similar to 2 coiled coil domains of eukaryotic origin (31.3 kD)-like protein
SORBI_3004G206500	Sobic.004G206500	Sb04g025205	similar to Os02g0602600 protein
SORBI_3004G206600	Sobic.004G206600	Sb04g025210	similar to OJ991113_30.17 protein
SORBI_3004G206700	Sobic.004G206700	Sb04g025220	similar to NFkB activating protein-like
SORBI_3004G206900	Sobic.004G206900	Sb04g025230	similar to Os02g0603000 protein
SORBI_3004G207000	Sobic.004G207000	Sb04g025240	PTHR27000:SF56 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN CLAVATA2 (1 of 1)
SORBI_3004G207200	Sobic.004G207200	Sb04g025260	weakly similar to Os04g0489600 protein
SORBI_3004G207400	Sobic.004G207400	Sb04g025290	similar to Hydroxymethylbutenyl 4-diphosphate synthase
SORBI_3004G207733	Sobic.004G207733	Sb04g025330	PTHR22880:SF134 - TRANSCRIPTION FACTOR GTE8-RELATED (1 of 4)
SORBI_3004G207766	Sobic.004G207766	Sb04g025340	PTHR22880:SF134 - TRANSCRIPTION FACTOR GTE8-RELATED (1 of 4)
SORBI_3004G207900	Sobic.004G207900	Sb04g025360	similar to Putative PLRR-4 polymorphic leucine-rich repeat protein
SORBI_3004G208000	Sobic.004G208000	Sb04g025370	similar to Isochorismatase hydrolase-like protein
SORBI_3004G208100	Sobic.004G208100	Sb04g025380	weakly similar to Putative uncharacterized protein OSJNBa0030C08.6
SORBI_3004G208301	Sobic.004G208301	Sb04g025390	similar to Putative met-10+ protein
SORBI_3004G208400	Sobic.004G208400	Sb04g025400	similar to Zinc finger protein
SORBI_3004G208500	Sobic.004G208500	Sb04g025410	similar to Putative eukaryotic translation initiation factor 2A
SORBI_3004G208800	Sobic.004G208800	Sb04g025440	weakly similar to Os09g0103200 protein
SORBI_3004G208900	Sobic.004G208900	Sb04g025450	similar to Putative salt tolerance protein 3
SORBI_3004G209000	Sobic.004G209000	Sb04g025460	similar to UbiA prenyltransferase-like protein
SORBI_3004G209200	Sobic.004G209200	Sb04g025480	PTHR10177//PTHR10177:SF208 - CYCLINE (1 of 4)
SORBI_3004G209300	Sobic.004G209300	Sb04g025490	1.4.1.14 - Glutamate synthase (NADH) / NADH-glutamate synthase (1 of 7)
SORBI_3004G209400	Sobic.004G209400	Sb04g025500	similar to H0306B06.2 protein
SORBI_3004G209600	Sobic.004G209600	Sb04g025520	similar to Putative far-red impaired response protein
SORBI_3004G209700	Sobic.004G209700	Sb04g025530	similar to Os02g0608300 protein
SORBI_3004G210000	Sobic.004G210000	Sb04g025560	similar to Acetolactate synthase, small subunit, putative
SORBI_3004G210200	Sobic.004G210200	Sb04g025580	-
SORBI_3004G210400	Sobic.004G210400	Sb04g025600	similar to Putative uncharacterized protein OJ1238_G07.14
SORBI_3004G210900	Sobic.004G210900	Sb04g025630	similar to Auxin efflux carrier protein-like
SORBI_3004G211000	Sobic.004G211000	Sb04g025640	similar to Putative wall-associated kinase
SORBI_3004G211501	Sobic.004G211501	Sb04g025680	similar to Putative uncharacterized protein OJ1476_F05.21-1
SORBI_3004G211833	Sobic.004G211833	Sb04g025700	similar to OSIGBa0092E01.14 protein
SORBI_3004G211866	Sobic.004G211866	Sb04g025710	similar to S-adenosylmethionine decarboxylase uORF
SORBI_3004G211900	Sobic.004G211900	Sb04g025720	similar to S-adenosylmethionine decarboxylase
SORBI_3004G212700	Sobic.004G212700	Sb04g025800	similar to Cap-binding protein CBP20
SORBI_3004G212900	Sobic.004G212900	Sb04g025830	similar to Potassium channel tetramerisation domain-containing protein-like
SORBI_3004G213000	Sobic.004G213000	Sb04g025840	similar to BRI1-KD interacting protein 135
SORBI_3004G213100	Sobic.004G213100	Sb04g025860	similar to Temperature-induced lipocalin-1
SORBI_3004G213200	Sobic.004G213200	Sb04g025870	similar to 40S ribosomal protein S11-1
SORBI_3004G213500	Sobic.004G213500	Sb04g025885	PTHR11062:SF61 - XYLOGALACTURONAN BETA-1,3-XYLOSYLTRANSFERASE (1 of 1)
SORBI_3004G213600	Sobic.004G213600	Sb04g025890	similar to Leucine-rich repeat-like protein
SORBI_3004G213800	Sobic.004G213800	Sb04g025910	similar to Chromosome chr4 scaffold_6, whole genome shotgun sequence
SORBI_3004G214000	Sobic.004G214000	Sb04g025930	similar to Putative adenine phosphoribosyltransferase form 2
SORBI_3004G214100	Sobic.004G214100	Sb04g025940	similar to Putative UDP-N-acetylglucosamine transporter
SORBI_3004G214200	Sobic.004G214200	Sb04g025950	similar to Putative uncharacterized protein OJ2055_H10.18
SORBI_3004G214300	Sobic.004G214300	Sb04g025960	similar to OSJNBb0116K07.8 protein
SORBI_3004G214400	Sobic.004G214400	Sb04g025970	similar to Putative Tic20
SORBI_3004G214500	Sobic.004G214500	Sb04g025980	weakly similar to Transport protein-like
SORBI_3004G214700	Sobic.004G214700	Sb04g025990	similar to Os02g0614700 protein
SORBI_3004G214900	Sobic.004G214900	Sb04g026010	similar to Putative uncharacterized protein P0407A09.33
SORBI_3004G215000	Sobic.004G215000	Sb04g026020	similar to Leucine-rich repeat-like protein
SORBI_3004G215800	Sobic.004G215800	Sb04g026100	PTHR11871//PTHR11871:SF12 - PROTEIN PHOSPHATASE PP2A REGULATORY SUBUNIT B (1 of 1)
SORBI_3004G216100	Sobic.004G216100	Sb04g026140	PTHR11413:SF26 - CYSTATIN C (1 of 1)
SORBI_3004G216200	Sobic.004G216200	Sb04g026150	similar to Aurora kinase
SORBI_3004G216500	Sobic.004G216500	Sb04g026170	-
SORBI_3004G216600	Sobic.004G216600	Sb04g026180	similar to Glutaredoxin-C4, chloroplast precursor
SORBI_3004G216700	Sobic.004G216700	Sb04g026190	similar to Two-component response regulator-like PRR1
SORBI_3004G216800	Sobic.004G216800	Sb04g026200	similar to Nucleolar RNA-binding Nop10p-like protein
SORBI_3004G217200	Sobic.004G217200	Sb04g026230	similar to Os02g0618700 protein
SORBI_3004G217300	Sobic.004G217300	Sb04g026235	weakly similar to Putative uncharacterized protein OJ1212_C01.30
SORBI_3004G217450	Sobic.004G217450	Sb04g026250	PTHR10579//PTHR10579:SF49 - CALCIUM-ACTIVATED CHLORIDE CHANNEL REGULATOR (1 of 2)
SORBI_3004G217500	Sobic.004G217500	Sb04g026260	PF00069//PF00560//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8) (1 of 55)
SORBI_3004G217700	Sobic.004G217700	Sb04g026280	similar to Putative uncharacterized protein OJ1372_D06.24
SORBI_3004G217800	Sobic.004G217800	Sb04g026290	similar to Ammonium transporter 1-3
SORBI_3004G218000	Sobic.004G218000	Sb04g026310	-
SORBI_3004G218000	Sobic.004G218000	Sb04g026310	PTHR22884//PTHR22884:SF366 - SET DOMAIN PROTEINS (1 of 2)
SORBI_3004G218100	Sobic.004G218100	Sb04g026320	similar to Putative CER1 protein
SORBI_3004G218500	Sobic.004G218500	Sb04g026350	weakly similar to Putative uncharacterized protein OJ1234_B11.17
SORBI_3004G218600	Sobic.004G218600	Sb04g026360	similar to Succinyl-CoA ligase [GDP-forming] beta-chain, mitochondrial precursor
SORBI_3004G218700	Sobic.004G218700	Sb04g026370	similar to Putative alcohol oxidase
SORBI_3004G218900	Sobic.004G218900	Sb04g026390	similar to Putative alcohol oxidase
SORBI_3004G219300	Sobic.004G219300	Sb04g026420	similar to Glycolipid transfer protein-like
SORBI_3004G219500	Sobic.004G219500	Sb04g026440	similar to OSJNBb0070J16.15 protein
SORBI_3004G219600	Sobic.004G219600	Sb04g026450	similar to Os02g0623400 protein
SORBI_3004G219700	Sobic.004G219700	Sb04g026470	similar to Putative wall-associated kinase 2
SORBI_3004G219800	Sobic.004G219800	Sb04g026480	similar to Transcription factor MYB39
SORBI_3004G219900	Sobic.004G219900	Sb04g026490	similar to Phosphoenolpyruvate carboxylase kinase 3
SORBI_3004G220000	Sobic.004G220000	Sb04g026500	similar to Adenosine kinase
SORBI_3004G220300	Sobic.004G220300	Sb04g026510	similar to Phenylalanine ammonia-lyase
SORBI_3004G220400	Sobic.004G220400	Sb04g026520	similar to Phenylalanine ammonia-lyase
SORBI_3004G220500	Sobic.004G220500	Sb04g026530	similar to Phenylalanine ammonia-lyase
SORBI_3004G220700	Sobic.004G220700	Sb04g026560	similar to Phenylalanine ammonia-lyase
SORBI_3004G221000	Sobic.004G221000	Sb04g026580	similar to Putative cyclic nucleotide-gated calmodulin-binding ion channel
SORBI_3004G221300	Sobic.004G221300	Sb04g026600	similar to Phosphate translocator-like
SORBI_3004G221400	Sobic.004G221400	Sb04g026610	similar to Auxin response factor 8
SORBI_3004G222000	Sobic.004G222000	Sb04g026650	similar to Aquaporin PIP2-3
SORBI_3004G222100	Sobic.004G222100	Sb04g026660	similar to Os02g0629400 protein
SORBI_3004G222300	Sobic.004G222300	Sb04g026670	similar to Defensin
SORBI_3004G222600	Sobic.004G222600	Sb04g026710	similar to Putative uncharacterized protein B1250G12.7
SORBI_3004G222800	Sobic.004G222800	Sb04g026730	similar to Os02g0631200 protein
SORBI_3004G223100	Sobic.004G223100	Sb04g026750	similar to Putative response regulator
SORBI_3004G223400	Sobic.004G223400	Sb04g026770	similar to Putative wall-associated kinase
SORBI_3004G223500	Sobic.004G223500	Sb04g026780	similar to Os02g0632800 protein
SORBI_3004G223800	Sobic.004G223800	Sb04g026810	similar to Membrane-associated salt-inducible protein like
SORBI_3004G223900	Sobic.004G223900	Sb04g026820	similar to Putative uncharacterized protein OSJNBa0025P09.6
SORBI_3004G224100	Sobic.004G224100	Sb04g026850	similar to Putative replication protein A2
SORBI_3004G224300	Sobic.004G224300	Sb04g026860	weakly similar to 5-azacytidine resistance protein-like
SORBI_3004G224400	Sobic.004G224400	Sb04g026870	similar to OSIGBa0153E02-OSIGBa0093I20.18 protein
SORBI_3004G224500	Sobic.004G224500	Sb04g026880	similar to ATP-dependent Clp protease proteolytic subunit
SORBI_3004G224700	Sobic.004G224700	Sb04g026900	similar to Putative carboxypeptidase D
SORBI_3004G224766	Sobic.004G224766	Sb04g026900	PTHR11802:SF31 - SERINE CARBOXYPEPTIDASE-LIKE 34 (1 of 2)
SORBI_3004G224800	Sobic.004G224800	Sb04g026910	similar to Ubiquitin carrier protein
SORBI_3004G224900	Sobic.004G224900	Sb04g026920	similar to Proteasome subunit alpha type
SORBI_3004G225000	Sobic.004G225000	Sb04g026930	similar to Nitrilase 1
SORBI_3004G225100	Sobic.004G225100	Sb04g026940	similar to Putative nitrilase 1
SORBI_3004G225200	Sobic.004G225200	Sb04g026950	similar to Nitrilase 2
SORBI_3004G225400	Sobic.004G225400	Sb04g026970	similar to TCP family transcription factor-like
SORBI_3004G225500	Sobic.004G225500	Sb04g026980	similar to Uv-induced protein uvi31
SORBI_3004G225600	Sobic.004G225600	Sb04g026990	similar to DEAD-box ATP-dependent RNA helicase 47A
SORBI_3004G225700	Sobic.004G225700	Sb04g027000	PTHR24006:SF524 - UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 21 (1 of 1)
SORBI_3004G225800	Sobic.004G225800	Sb04g027020	similar to ABA-responsive protein-like
SORBI_3004G225900	Sobic.004G225900	Sb04g027030	similar to ABA-responsive protein-like
SORBI_3004G226100	Sobic.004G226100	Sb04g027050	similar to Putative ripening-related protein 2 precursor
SORBI_3004G226400	Sobic.004G226400	Sb04g027080	similar to OSIGBa0115K01-H0319F09.10 protein
SORBI_3004G226600	Sobic.004G226600	Sb04g027100	PF04842 - Plant protein of unknown function (DUF639) (DUF639) (1 of 5)
SORBI_3004G226800	Sobic.004G226800	Sb04g027120	similar to Putative uncharacterized protein OSJNBa0014E22.24
SORBI_3004G227100	Sobic.004G227100	Sb04g027150	similar to Survival motor neuron (SMN) interacting protein 1 (SIP1), putative
SORBI_3004G227600	Sobic.004G227600	Sb04g027200	similar to Double-stranded RNA-binding domain (DsRBD)-containing protein-like
SORBI_3004G227700	Sobic.004G227700	Sb04g027210	similar to Os02g0639100 protein
SORBI_3004G227900	Sobic.004G227900	Sb04g027230	similar to Os02g0639500 protein
SORBI_3004G228100	Sobic.004G228100	Sb04g027250	similar to Ring domain containing protein-like
SORBI_3004G228200	Sobic.004G228200	Sb04g027260	similar to Putative Thioredoxin M-type, chloroplast
SORBI_3004G228300	Sobic.004G228300	Sb04g027270	similar to Putative elicitor-responsive gene-3
SORBI_3004G228700	Sobic.004G228700	Sb04g027310	weakly similar to Putative uncharacterized protein P0471A11.35
SORBI_3004G228800	Sobic.004G228800	Sb04g027320	similar to LMBR1 integral membrane protein-like
SORBI_3004G228900	Sobic.004G228900	Sb04g027330	similar to Low molecular weight heat shock protein precursor
SORBI_3004G229100	Sobic.004G229100	Sb04g027350	similar to F-box protein-like
SORBI_3004G229300	Sobic.004G229300	Sb04g027370	similar to Os02g0756800 protein
SORBI_3004G230000	Sobic.004G230000	Sb04g027440	similar to NAM-like protein
SORBI_3004G231200	Sobic.004G231200	Sb04g027490	similar to Putative polyamine oxidase
SORBI_3004G231400	Sobic.004G231400	Sb04g027510	similar to Adenosine 5'-phosphosulfate reductase 3
SORBI_3004G231600	Sobic.004G231600	Sb04g027530	similar to Putative Toc64
SORBI_3004G231700	Sobic.004G231700	Sb04g027540	similar to Putative MYB family transcription factor
SORBI_3004G231800	Sobic.004G231800	Sb04g027550	similar to 50S ribosomal protein L29, chloroplast precursor
SORBI_3004G231900	Sobic.004G231900	Sb04g027560	similar to Putative Ribosomal RNA processing protein
SORBI_3004G232000	Sobic.004G232000	Sb04g027570	similar to Oxidation protection protein-like
SORBI_3004G232300	Sobic.004G232300	Sb04g027590	similar to Annexin p35
SORBI_3004G232500	Sobic.004G232500	Sb04g027610	weakly similar to Chromosome undetermined scaffold_588, whole genome shotgun sequence
SORBI_3004G232600	Sobic.004G232600	Sb04g027620	similar to Os02g0753400 protein
SORBI_3004G232900	Sobic.004G232900	Sb04g027650	similar to Putative trehalose-phosphatase
SORBI_3004G233200	Sobic.004G233200	Sb04g027660	similar to DRF-like transcription factor DRFL2a
SORBI_3004G233600	Sobic.004G233600	Sb04g027690	similar to Putative uncharacterized protein P0431B06.44
SORBI_3004G233700	Sobic.004G233700	Sb04g027700	similar to Putative beta-D-xylosidase
SORBI_3004G233900	Sobic.004G233900	Sb04g027710	similar to Putative polyphosphoinositide binding protein Ssh2
SORBI_3004G234200	Sobic.004G234200	Sb04g027730	similar to Peptidyl-prolyl cis-trans isomerase
SORBI_3004G234500	Sobic.004G234500	Sb04g027760	similar to Aspartyl protease-like
SORBI_3004G234900	Sobic.004G234900	Sb04g027780	similar to Membrane-anchored ubiquitin-fold protein 3 precursor
SORBI_3004G235000	Sobic.004G235000	Sb04g027790	similar to Methyltransferase-like
SORBI_3004G235100	Sobic.004G235100	Sb04g027800	similar to Pentatricopeptide repeat protein 5
SORBI_3004G235200	Sobic.004G235200	Sb04g027810	similar to ATP synthase delta chain, chloroplast precursor
SORBI_3004G235300	Sobic.004G235300	Sb04g027815	PTHR13068//PTHR13068:SF39 - CGI-12 PROTEIN-RELATED (1 of 3)
SORBI_3004G235500	Sobic.004G235500	Sb04g027820	weakly similar to Os06g0225100 protein
SORBI_3004G235600	Sobic.004G235600	Sb04g027830	similar to Mitochondrial transcription termination factor-like
SORBI_3004G235801	Sobic.004G235801	Sb0816s002010	PTHR10182//PTHR10182:SF16 - CALCIUM-BINDING PROTEIN 39-RELATED (1 of 3)
SORBI_3004G235900	Sobic.004G235900	Sb04g027850	similar to Putative laccase
SORBI_3004G236300	Sobic.004G236300	Sb04g027880	similar to Shikimate kinase 1
SORBI_3004G236500	Sobic.004G236500	Sb04g027900	similar to Os02g0748800 protein
SORBI_3004G236600	Sobic.004G236600	Sb04g027910	similar to Kelch repeat-containing F-box-like
SORBI_3004G236800	Sobic.004G236800	Sb04g027920	similar to Chromosome structural maintenance protein-like
SORBI_3004G237000	Sobic.004G237000	Sb04g027930	similar to DNA binding protein-like
SORBI_3004G237100	Sobic.004G237100	Sb04g027940	similar to Transcription factor AP2D8
SORBI_3004G237300	Sobic.004G237300	Sb04g027960	similar to Putative TCP-domain protein
SORBI_3004G237600	Sobic.004G237600	Sb04g027990	similar to Sterol desaturase-like
SORBI_3004G238100	Sobic.004G238100	Sb04g028020	similar to Aquaporin NIP2-1
SORBI_3004G238400	Sobic.004G238400	Sb04g028040	PTHR10270//PTHR10270:SF227 - SOX TRANSCRIPTION FACTOR (1 of 1)
SORBI_3004G238500	Sobic.004G238500	Sb04g028050	similar to Geranylgeranyl hydrogenase
SORBI_3004G238600	Sobic.004G238600	Sb04g028060	similar to Starch synthase IIb-2
SORBI_3004G238700	Sobic.004G238700	Sb04g028070	similar to Cellulose synthase-like protein OsCslA6
SORBI_3004G238801	Sobic.004G238801	Sb04g028090	similar to Expansin-A5 precursor
SORBI_3004G238900	Sobic.004G238900	Sb04g028100	similar to UbiE/COQ5 methyltransferase-like
SORBI_3004G239100	Sobic.004G239100	Sb04g028110	similar to Putative uncharacterized protein OJ1734_E02.25
SORBI_3004G239500	Sobic.004G239500	Sb04g028130	similar to Putative NEP1-interacting protein
SORBI_3004G240000	Sobic.004G240000	Sb04g028135	PTHR11042:SF98 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 1 (1 of 2)
SORBI_3004G240600	Sobic.004G240600	Sb04g028145	weakly similar to Putative tyrosyl-tRNA synthetase
SORBI_3004G240700	Sobic.004G240700	Sb04g028150	similar to Glycine-rich protein-like
SORBI_3004G240900	Sobic.004G240900	Sb04g028170	similar to Auxin efflux carrier component 1
SORBI_3004G241100	Sobic.004G241100	Sb04g028190	similar to NHL repeat-containing protein-like
SORBI_3004G241200	Sobic.004G241200	Sb04g028200	similar to Putative RING finger 1
SORBI_3004G241300	Sobic.004G241300	Sb04g028210	similar to Chromosome chr18 scaffold_1, whole genome shotgun sequence
SORBI_3004G241500	Sobic.004G241500	Sb04g028230	-
SORBI_3004G241500	Sobic.004G241500	Sb04g028230	PTHR13902//PTHR13902:SF23 - SERINE/THREONINE-PROTEIN KINASE WNK  WITH NO LYSINE -RELATED (1 of 2)
SORBI_3004G241600	Sobic.004G241600	Sb04g028240	PTHR11736 - MELANOMA-ASSOCIATED ANTIGEN  MAGE ANTIGEN (1 of 1)
SORBI_3004G242000	Sobic.004G242000	Sb04g028280	similar to Rop1 small GTP binding protein
SORBI_3004G242200	Sobic.004G242200	Sb04g028300	similar to Root uracil permease 1
SORBI_3004G242300	Sobic.004G242300	Sb04g028310	PF14009 - Domain of unknown function (DUF4228) (DUF4228) (1 of 36)
SORBI_3004G242400	Sobic.004G242400	Sb04g028320	weakly similar to Chromosome chr19 scaffold_126, whole genome shotgun sequence
SORBI_3004G242500	Sobic.004G242500	Sb04g028330	similar to Putative Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB
SORBI_3004G242600	Sobic.004G242600	Sb04g028340	similar to Putative peroxidase
SORBI_3004G242700	Sobic.004G242700	Sb04g028350	similar to Putative Altered Response to Gravity
SORBI_3004G242900	Sobic.004G242900	Sb04g028360	similar to Transducin family protein / WD-40 repeat family protein-like
SORBI_3004G243200	Sobic.004G243200	Sb04g028390	PTHR11654//PTHR11654:SF158 - OLIGOPEPTIDE TRANSPORTER-RELATED (1 of 1)
SORBI_3004G243300	Sobic.004G243300	Sb04g028400	similar to Os02g0740500 protein
SORBI_3004G243400	Sobic.004G243400	Sb04g028410	similar to Copper amine oxidase
SORBI_3004G243600	Sobic.004G243600	Sb04g028420	similar to Putative AAA family ATPase
SORBI_3004G243800	Sobic.004G243800	Sb04g028430	similar to Putative potyviral helper component protease-interacting protein 2
SORBI_3004G243900	Sobic.004G243900	Sb04g028440	similar to Transcription factor-like
SORBI_3004G244000	Sobic.004G244000	Sb04g028450	similar to Pyruvate dehydrogenase E1 alpha subunit
SORBI_3004G244100	Sobic.004G244100	Sb04g028460	similar to Putative Avr9/Cf-9 rapidly elicited protein 231
SORBI_3004G244200	Sobic.004G244200	Sb04g028470	PF07893 - Protein of unknown function (DUF1668) (DUF1668) (1 of 55)
SORBI_3004G244400	Sobic.004G244400	Sb04g028500	similar to Putative helicase
SORBI_3004G244500	Sobic.004G244500	Sb04g028510	similar to Os02g0738900 protein
SORBI_3004G244600	Sobic.004G244600	Sb04g028520	PTHR22298//PTHR22298:SF52 - ENDO-1,4-BETA-GLUCANASE (1 of 2)
SORBI_3004G244800	Sobic.004G244800	Sb04g028530	similar to 40S ribosomal protein S8
SORBI_3004G245000	Sobic.004G245000	Sb04g028550	similar to Histidine kinase
SORBI_3004G245100	Sobic.004G245100	Sb04g028560	similar to Putative immediate-early fungal elicitor protein CMPG1
SORBI_3004G245200	Sobic.004G245200	Sb04g028570	similar to Putative uncharacterized protein P0487D09.36
SORBI_3004G245900	Sobic.004G245900	Sb04g028585	weakly similar to Os02g0736700 protein
SORBI_3004G246000	Sobic.004G246000	Sb04g028590	similar to Putative kurz protein
SORBI_3004G246100	Sobic.004G246100	Sb04g028600	similar to Putative nicastrin
SORBI_3004G246200	Sobic.004G246200	Sb04g028610	similar to Putative dehydrogenase
SORBI_3004G246400	Sobic.004G246400	Sb04g028630	similar to RNA-directed RNA polymerase 2
SORBI_3004G246800	Sobic.004G246800	Sb04g028670	similar to PPR-repeat protein-like
SORBI_3004G246900	Sobic.004G246900	Sb04g028680	similar to Ankyrin-like protein
SORBI_3004G247000	Sobic.004G247000	Sb04g028690	similar to Glutamine synthetase
SORBI_3004G247100	Sobic.004G247100	Sb04g028700	similar to Putative Zn-dependent protease with chaperone function
SORBI_3004G247200	Sobic.004G247200	Sb04g028710	similar to Erwinia induced protein 2
SORBI_3004G247300	Sobic.004G247300	Sb04g028720	similar to 33 kDa secretory protein-like
SORBI_3004G247400	Sobic.004G247400	Sb04g028730	similar to Putative calcium binding protein
SORBI_3004G247500	Sobic.004G247500	Sb04g028740	similar to Putative calcium binding protein
SORBI_3004G247800	Sobic.004G247800	Sb04g028760	similar to SET domain-containing protein-like
SORBI_3004G248100	Sobic.004G248100	Sb04g028790	similar to Endoglucanase 6 precursor
SORBI_3004G248300	Sobic.004G248300	Sb04g028810	similar to B0812A04.2 protein
SORBI_3004G248400	Sobic.004G248400	Sb04g028820	-
SORBI_3004G248400	Sobic.004G248400	Sb04g028820	PTHR10388:SF15 - APO PROTEIN 2, CHLOROPLASTIC (1 of 1)
SORBI_3004G248500	Sobic.004G248500	Sb04g028830	similar to GDSL-motif lipase/hydrolase-like
SORBI_3004G248600	Sobic.004G248600	Sb04g028840	similar to Putative uncharacterized protein P0643A10.26
SORBI_3004G248800	Sobic.004G248800	Sb04g028860	similar to ADP-ribosylation factor-like protein
SORBI_3004G249300	Sobic.004G249300	Sb04g028900	similar to OSIGBa0148I18.2 protein
SORBI_3004G249500	Sobic.004G249500	Sb04g028920	similar to Os06g0264200 protein
SORBI_3004G249600	Sobic.004G249600	Sb04g028930	similar to Putative mitochondrial carrier protein
SORBI_3004G250100	Sobic.004G250100	Sb04g028970	similar to Pentatricopeptide (PPR) repeat-containing protein-like
SORBI_3004G250200	Sobic.004G250200	Sb04g028980	similar to RNA recognition motif (RRM)-containing protein-like
SORBI_3004G250300	Sobic.004G250300	Sb04g028990	similar to Putative nucellin-like aspartic protease
SORBI_3004G250500	Sobic.004G250500	Sb04g029010	similar to Acidic 82 kDa protein-like
SORBI_3004G250700	Sobic.004G250700	Sb04g029030	similar to Putative potassium transporter HAK2p
SORBI_3004G250800	Sobic.004G250800	Sb04g029035	KOG2574 - mRNA splicing factor PRP31 (1 of 1)
SORBI_3004G250900	Sobic.004G250900	Sb04g029040	similar to Mitochondrial aldehyde dehydrogenase RF2B
SORBI_3004G251200	Sobic.004G251200	Sb04g029070	similar to Probable methionyl-tRNA synthetase
SORBI_3004G251300	Sobic.004G251300	Sb04g029080	similar to Homeodomain leucine zipper protein 16
SORBI_3004G251500	Sobic.004G251500	Sb04g029100	similar to Extracellular calcium sensing receptor
SORBI_3004G251600	Sobic.004G251600	Sb04g029120	similar to Leaf senescence protein-like
SORBI_3004G251800	Sobic.004G251800	Sb04g029130	similar to Leaf senescence protein-like
SORBI_3004G251900	Sobic.004G251900	Sb04g029140	similar to Putative senescence-associated protein 5
SORBI_3004G252000	Sobic.004G252000	Sb04g029150	similar to Putative uncharacterized protein OSJNBa0072H09.7
SORBI_3004G252100	Sobic.004G252100	Sb04g029160	similar to Putative high mobility group-like nuclear protein 2
SORBI_3004G252400	Sobic.004G252400	Sb04g029190	similar to Os02g0728300 protein
SORBI_3004G252800	Sobic.004G252800	Sb04g029220	similar to Zinc finger-like
SORBI_3004G253000	Sobic.004G253000	Sb04g029240	similar to CGI-144-like protein
SORBI_3004G253100	Sobic.004G253100	Sb04g029250	similar to MAP kinase-like
SORBI_3004G254000	Sobic.004G254000	Sb04g029300	similar to Dof zinc finger protein
SORBI_3004G254200	Sobic.004G254200	Sb04g029320	similar to Chromosome chr1 scaffold_84, whole genome shotgun sequence
SORBI_3004G254400	Sobic.004G254400	Sb04g029340	weakly similar to Nuclear transcription factor Y subunit B-1
SORBI_3004G254500	Sobic.004G254500	Sb04g029350	similar to Leafy cotyledon1
SORBI_3004G255100	Sobic.004G255100	Sb04g029410	similar to Nitrate-induced NOI protein-like protein
SORBI_3004G255200	Sobic.004G255200	Sb04g029420	PTHR13301//PTHR13301:SF49 - X-BOX TRANSCRIPTION FACTOR-RELATED (1 of 1)
SORBI_3004G255400	Sobic.004G255400	Sb04g029426	PTHR11208//PTHR11208:SF42 - RNA-BINDING PROTEIN RELATED (1 of 2)
SORBI_3004G255500	Sobic.004G255500	Sb04g029430	similar to Putative ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit N-methyltransferase
SORBI_3004G255600	Sobic.004G255600	Sb04g029440	similar to OSJNBa0084A10.16 protein
SORBI_3004G255700	Sobic.004G255700	Sb04g029450	similar to Sucrase-like protein
SORBI_3004G256000	Sobic.004G256000	Sb04g029465	similar to Putative proliferating cell nuclear protein P120
SORBI_3004G256100	Sobic.004G256100	Sb04g029470	similar to Glucose-6-phosphate/phosphate-tranlocator-like
SORBI_3004G256200	Sobic.004G256200	Sb04g029480	similar to Zinc finger protein
SORBI_3004G256300	Sobic.004G256300	Sb04g029490	similar to Os02g0723300 protein
SORBI_3004G256400	Sobic.004G256400	Sb04g029500	similar to Alpha-6-galactosyltransferase
SORBI_3004G256500	Sobic.004G256500	Sb04g029510	similar to Transducin / WD-40 repeat protein-like
SORBI_3004G256800	Sobic.004G256800	Sb04g029540	similar to Os02g0722400 protein
SORBI_3004G256900	Sobic.004G256900	Sb04g029550	PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2) (1 of 164)
SORBI_3004G257000	Sobic.004G257000	Sb04g029560	similar to Putative transmembrane protein
SORBI_3004G257100	Sobic.004G257100	Sb04g029570	similar to Putative endomembrane protein
SORBI_3004G257200	Sobic.004G257200	Sb04g029580	similar to Putative phosphatidylinositol transfer
SORBI_3004G257400	Sobic.004G257400	Sb04g029600	similar to Putative WD-40 repeat protein
