v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name	Source
Zm00001eb353700	Zm00001d010811	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Gene Model - MaizeGDB
Zm00001eb353700	Zm00001d010811	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Grassius
Zm00001eb353700	Zm00001d010812	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Gene Model - MaizeGDB
Zm00001eb353700	Zm00001d010812	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Grassius
Zm00001eb353710	Zm00001d010811	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Gene Model - MaizeGDB
Zm00001eb353710	Zm00001d010811	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Grassius
Zm00001eb353710	Zm00001d010812	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Gene Model - MaizeGDB
Zm00001eb353710	Zm00001d010812	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Grassius
Zm00001eb353720	Zm00001d010811	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Gene Model - MaizeGDB
Zm00001eb353720	Zm00001d010811	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Grassius
Zm00001eb353720	Zm00001d010812	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Gene Model - MaizeGDB
Zm00001eb353720	Zm00001d010812	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Grassius
Zm00001eb353730	Zm00001d010811	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Gene Model - MaizeGDB
Zm00001eb353730	Zm00001d010811	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Grassius
Zm00001eb353730	Zm00001d010812	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Gene Model - MaizeGDB
Zm00001eb353730	Zm00001d010812	AC205471.4_FG003	hsftf16	HSF-transcription factor 16	Grassius
Zm00001eb353740	Zm00001d010813	AC205471.4_FG008	AC205471.4_FG008		Gene Model - MaizeGDB
Zm00001eb353760	Zm00001d010814	AC205471.4_FG007	cl43678_1		Gene Model - MaizeGDB
Zm00001eb353810	Zm00001d010821	GRMZM2G044744	ss4	starch synthase4	Gene Model - MaizeGDB
Zm00001eb353820	Zm00001d010822	GRMZM2G420684	csu841b		Gene Model - MaizeGDB
Zm00001eb353840	Zm00001d010824	GRMZM2G048117	pco099200		Gene Model - MaizeGDB
Zm00001eb353860	Zm00001d010826		ect5	evolutionarily conserved C-terminal5	<i>unknown</i>
Zm00001eb353860	Zm00001d010827		ect5	evolutionarily conserved C-terminal5	<i>unknown</i>
Zm00001eb353870	Zm00001d010828	GRMZM6G218160	IDP8722		Gene Model - MaizeGDB
Zm00001eb353910	Zm00001d010832	GRMZM6G488477	fla23	fasciclin-like arabinogalactan23	Gene Model - MaizeGDB
Zm00001eb353930	Zm00001d010834	GRMZM2G017142	alf9	Alfin-like-transcription factor 9	Gene Model - MaizeGDB
Zm00001eb353930	Zm00001d010834	GRMZM2G017142	alf9	Alfin-like-transcription factor 9	Grassius
Zm00001eb353940	Zm00001d010835	GRMZM2G029027	LOC100281742		Gene Model - MaizeGDB
Zm00001eb353960	Zm00001d010838	GRMZM2G034551	zip6	zinc-regulated, iron-regulated transporter-like protein6	Gene Model - MaizeGDB
Zm00001eb353970	Zm00001d010840	GRMZM2G059693	umc1562		Gene Model - MaizeGDB
Zm00001eb353990	Zm00001d010842	GRMZM2G380515	cchh1	Cys2His2 Zinc Finger1	Gene Model - MaizeGDB
Zm00001eb354060	Zm00001d010849	AC208327.4_FG002	LOC118473138		Gene Model - MaizeGDB
Zm00001eb354060	Zm00001d010849	GRMZM5G871000	LOC118473138		Gene Model - MaizeGDB
Zm00001eb354080	Zm00001d010850	AC208327.4_FG003	pco095139		Gene Model - MaizeGDB
Zm00001eb354080	Zm00001d010850	AY108999	pco095139		GenBank
Zm00001eb354090	Zm00001d010851	AC208327.4_FG006	pco120288		Gene Model - MaizeGDB
Zm00001eb354100	Zm00001d010852	GRMZM2G389118	LOC103635889		Gene Model - MaizeGDB
Zm00001eb354140	Zm00001d010855	GRMZM2G150367	pco152469		Gene Model - MaizeGDB
Zm00001eb354160	Zm00001d010857	GRMZM2G150453	LOC103637275		Gene Model - MaizeGDB
Zm00001eb354170	Zm00001d010858	EZ074784	cul1	cullin1	GenBank
Zm00001eb354170	Zm00001d010858	GRMZM2G166089	cul1	cullin1	Gene Model - MaizeGDB
Zm00001eb354180	Zm00001d010859	GRMZM2G381129	cl14781_1		Gene Model - MaizeGDB
Zm00001eb354180	Zm00001d010859	GRMZM2G467497	cl14781_1		Gene Model - MaizeGDB
Zm00001eb354190	Zm00001d010862	AT5G18580	add1	alternative discordia1	Arabidopsis Ortholog
Zm00001eb354190	Zm00001d010862	EU960427	add1	alternative discordia1	GenBank
Zm00001eb354190	Zm00001d010862	EU962563	add1	alternative discordia1	GenBank
Zm00001eb354190	Zm00001d010862	EU965743	add1	alternative discordia1	GenBank
Zm00001eb354190	Zm00001d010862	GRMZM2G050800	add1	alternative discordia1	Gene Model - MaizeGDB
Zm00001eb354190	Zm00001d010862	GRMZM2G120178	add1	alternative discordia1	Gene Model - MaizeGDB
Zm00001eb354200	Zm00001d010863	GRMZM2G135978	tir1	transport inhibitor response1	Gene Model - MaizeGDB
Zm00001eb354210	Zm00001d010866	GRMZM2G090963	umc1959		Gene Model - MaizeGDB
Zm00001eb354230	Zm00001d010867	GRMZM2G150485	fold2	bifunctional protein FolD2	Gene Model - MaizeGDB
Zm00001eb354260	Zm00001d010870	AF244680	gst15	glutathione transferase15	GenBank
Zm00001eb354260	Zm00001d010870	GRMZM2G150474	gst15	glutathione transferase15	Gene Model - MaizeGDB
Zm00001eb354270	Zm00001d010871	GRMZM2G025954	pco072881		Gene Model - MaizeGDB
Zm00001eb354280	Zm00001d010872	GRMZM2G443340	pco108839		Gene Model - MaizeGDB
Zm00001eb354310	Zm00001d010877	GRMZM2G372200	umc1263		Gene Model - MaizeGDB
Zm00001eb354320	Zm00001d010880	GRMZM2G011491	ppr440	pentatricopeptide repeat protein440	Gene Model - MaizeGDB
Zm00001eb354360	Zm00001d010884	AT3G27550	cl24394_1		Arabidopsis Ortholog
Zm00001eb354360	Zm00001d010884	GRMZM2G054040	cl24394_1		Gene Model - MaizeGDB
Zm00001eb354390	Zm00001d010889	GRMZM2G111306	mrp1	Myb related protein1	Classical Genes
Zm00001eb354390	Zm00001d010889	GRMZM2G111306	mrp1	Myb related protein1	Grassius
Zm00001eb354430	Zm00001d010894	GRMZM2G700655	emf1	embryonic flower1	Gene Model - MaizeGDB
Zm00001eb354470	Zm00001d010901	GRMZM5G817255	pco106378b		Gene Model - MaizeGDB
Zm00001eb354510	Zm00001d010906	GRMZM2G171781	myb30	MYB-transcription factor 30	Gene Model - MaizeGDB
Zm00001eb354510	Zm00001d010906	GRMZM2G171781	myb30	MYB-transcription factor 30	Grassius
Zm00001eb354510	Zm00001d010907	GRMZM2G171781	myb30	MYB-transcription factor 30	Gene Model - MaizeGDB
Zm00001eb354510	Zm00001d010907	GRMZM2G171781	myb30	MYB-transcription factor 30	Grassius
Zm00001eb354520	Zm00001d010908	GRMZM2G013450	LOC100383425		Gene Model - MaizeGDB
Zm00001eb354530	Zm00001d010910	GRMZM2G121510	LOC100191936		Gene Model - MaizeGDB
Zm00001eb354540	Zm00001d010911	GRMZM2G083292	chn23	chitinase23	Gene Model - MaizeGDB
Zm00001eb354560	Zm00001d010914	GRMZM2G002427	cl17205_1		Gene Model - MaizeGDB
Zm00001eb354570	Zm00001d010915	GRMZM2G002361	si660060a12		Gene Model - MaizeGDB
Zm00001eb354610	Zm00001d010918	GRMZM2G042593	mneap1	Maize Nuclear Envelope-Associated Protein1	Gene Model - MaizeGDB
Zm00001eb354630	Zm00001d008093	GRMZM2G054608	cl5949_-4d		Gene Model - MaizeGDB
Zm00001eb354630	Zm00001d008095	GRMZM2G054608	cl5949_-4d		Gene Model - MaizeGDB
Zm00001eb354640	Zm00001d010920	GRMZM2G117198	sams1	S-adenosylmethionine synthetase1	Gene Model - MaizeGDB
Zm00001eb354650	Zm00001d010922	GRMZM2G084369	LOC100383780		Gene Model - MaizeGDB
Zm00001eb354650	Zm00001d010922	GRMZM5G826666	LOC100383780		Gene Model - MaizeGDB
Zm00001eb354670			Zm00001eb354670		<i>unknown</i>
Zm00001eb354680	Zm00001d010924	GRMZM2G365774	prx97	peroxidase97	Gene Model - MaizeGDB
Zm00001eb354690	Zm00001d010925	GRMZM2G043855	prx92	peroxidase92	Gene Model - MaizeGDB
Zm00001eb354720	Zm00001d010927	GRMZM2G065622	cl9164_1a		Gene Model - MaizeGDB
Zm00001eb354730	Zm00001d010928	AF527610	met6	DNA methyl transferase6	GenBank
Zm00001eb354730	Zm00001d010928	GRMZM2G065599	met6	DNA methyl transferase6	Gene Model - MaizeGDB
Zm00001eb354750	Zm00001d010933	GRMZM2G330475	myb147	MYB-transcription factor 147	Gene Model - MaizeGDB
Zm00001eb354750	Zm00001d010933	GRMZM2G330475	myb147	MYB-transcription factor 147	Grassius
Zm00001eb354790	Zm00001d008098	GRMZM2G178686	GRMZM2G178686		Gene Model - MaizeGDB
Zm00001eb354790	Zm00001d008099	GRMZM2G178686	GRMZM2G178686		Gene Model - MaizeGDB
Zm00001eb354790	Zm00001d010936	GRMZM2G178686	GRMZM2G178686		Gene Model - MaizeGDB
Zm00001eb354820	Zm00001d010940	GRMZM2G082972	pco141696		Gene Model - MaizeGDB
Zm00001eb354820	Zm00001d010940	GRMZM2G090928	pco141696		Gene Model - MaizeGDB
Zm00001eb354830	Zm00001d010942	GRMZM2G023999	ppr101	pentatricopeptide repeat potein101	Gene Model - MaizeGDB
Zm00001eb354850	Zm00001d010944	GRMZM2G155889	htcp1	heterochromatin protein1	Gene Model - MaizeGDB
Zm00001eb354870	Zm00001d010946	GRMZM2G034043	ufg80		Gene Model - MaizeGDB
Zm00001eb354880	Zm00001d010948	AF457118	lg4	liguleless4	GenBank
Zm00001eb354880	Zm00001d010948	AF457120	lg4	liguleless4	GenBank
Zm00001eb354880	Zm00001d010948	EU953283 	lg4	liguleless4	GenBank
Zm00001eb354880	Zm00001d010948	GRMZM2G094241	lg4	liguleless4	Classical Genes
Zm00001eb354880	Zm00001d010948	GRMZM2G094241	lg4	liguleless4	Gene Model - MaizeGDB
Zm00001eb354880	Zm00001d010948	GRMZM2G094241	lg4	liguleless4	Grassius
Zm00001eb354890	Zm00001d010950	GRMZM2G020096	IDP3898		Gene Model - MaizeGDB
Zm00001eb354910	Zm00001d010954	GRMZM2G477741	metp3	metal tolerance protein3	Gene Model - MaizeGDB
Zm00001eb354920	Zm00001d010956	GRMZM2G117007	c3h7	C3H-transcription factor 37	Gene Model - MaizeGDB
Zm00001eb354920	Zm00001d010956	GRMZM2G117007	c3h7	C3H-transcription factor 37	Grassius
Zm00001eb354940	Zm00001d010958	GRMZM2G119483	dnaJ79	DnaJ/Hsp40 79	Gene Model - MaizeGDB
Zm00001eb354950	Zm00001d010961	GRMZM2G120839	IDP4289		Gene Model - MaizeGDB
Zm00001eb354960	Zm00001d010961	GRMZM2G120839	IDP4289		Gene Model - MaizeGDB
Zm00001eb355010	Zm00001d010967	GRMZM2G089406	mybr85	MYB-related-transcription factor 85	Gene Model - MaizeGDB
Zm00001eb355010	Zm00001d010967	GRMZM2G089406	mybr85	MYB-related-transcription factor 85	Grassius
Zm00001eb355020	Zm00001d010968	GRMZM2G453078	si618051b05		Gene Model - MaizeGDB
Zm00001eb355030	Zm00001d010969	GRMZM2G086766	Zm00001d010969		Gene Model - MaizeGDB
Zm00001eb355050	Zm00001d010970	GRMZM2G052630	LOC100382372		Gene Model - MaizeGDB
Zm00001eb355060	Zm00001d010971	GRMZM2G351941	LOC103635937		Gene Model - MaizeGDB
Zm00001eb355080	Zm00001d010971	GRMZM2G351937	LOC100281576		Gene Model - MaizeGDB
Zm00001eb355110	Zm00001d010974	GRMZM2G155123	phd17	PHD-transcription factor 17	Gene Model - MaizeGDB
Zm00001eb355110	Zm00001d010974	GRMZM2G155123	phd17	PHD-transcription factor 17	Grassius
Zm00001eb355120	Zm00001d010975	GRMZM2G012584	iqd21	IQ-domain 21	Gene Model - MaizeGDB
Zm00001eb355140	Zm00001d010976	GRMZM2G012874	Zm00001d010976		Gene Model - MaizeGDB
Zm00001eb355150	Zm00001d010978	AC214648.3_FG005	lbd39	LBD-transcription factor 39	Gene Model - MaizeGDB
Zm00001eb355150	Zm00001d010978	AC214648.3_FG005	lbd39	LBD-transcription factor 39	Grassius
Zm00001eb355210	Zm00001d010985	AC219006.2_FG006	umc2611a		Gene Model - MaizeGDB
Zm00001eb355220	Zm00001d010986	AC219006.2_FG007	rad51e	recombination protein51 gene e	Gene Model - MaizeGDB
Zm00001eb355240	Zm00001d010987	AY109248	rap2	rap2.7 orthologue	GenBank
Zm00001eb355240	Zm00001d010987	GRMZM2G700665	rap2	rap2.7 orthologue	Gene Model - MaizeGDB
Zm00001eb355240	Zm00001d010988	AY109248	rap2	rap2.7 orthologue	GenBank
Zm00001eb355240	Zm00001d010988	GRMZM2G700665	rap2	rap2.7 orthologue	Gene Model - MaizeGDB
Zm00001eb355270	Zm00001d010994	GRMZM2G024838	nzp1	non-zein protein1	Gene Model - MaizeGDB
Zm00001eb355290	Zm00001d010995	GRMZM2G474726	si707090d09b		Gene Model - MaizeGDB
Zm00001eb355310	Zm00001d010998	GRMZM2G140083	wox3b	WUSCHEL-related homeobox 3b	Gene Model - MaizeGDB
Zm00001eb355310	Zm00001d010998	GRMZM2G140083	wox3b	WUSCHEL-related homeobox 3b	Grassius
Zm00001eb355330	Zm00001d011001	GRMZM2G053991	si687015g11		Gene Model - MaizeGDB
Zm00001eb355350	Zm00001d011004	GRMZM2G175419	RS2Z37A		Gene Model - MaizeGDB
Zm00001eb355370	Zm00001d011005	AY112371	RS2Z39		GenBank
Zm00001eb355370	Zm00001d011005	GRMZM2G474658	RS2Z39		Gene Model - MaizeGDB
Zm00001eb355370	Zm00001d011006	GRMZM2G474658	IDP778a		Gene Model - MaizeGDB
Zm00001eb355410	Zm00001d011012	GRMZM2G046520	mcj8	monocot-specific chimeric jacalin8	Gene Model - MaizeGDB
Zm00001eb355420	Zm00001d011013	GRMZM2G056014	cap1	calcium pump1	Classical Genes
Zm00001eb355540	Zm00001d011034	GRMZM5G855672	dhar1	dehydroascorbate reductase like1	Gene Model - MaizeGDB
Zm00001eb355550	Zm00001d011035	GRMZM2G005710	dhar2	dehydroascorbate reductase like2	Gene Model - MaizeGDB
Zm00001eb355570	Zm00001d011036	GRMZM2G005552	Q84TL7		Gene Model - MaizeGDB
Zm00001eb355580	Zm00001d011037	AT3G55270	mkp1	MAP kinase phosphatase1	Arabidopsis Ortholog
Zm00001eb355580	Zm00001d011037	GRMZM2G005350	mkp1	MAP kinase phosphatase1	Gene Model - MaizeGDB
Zm00001eb355600	Zm00001d011040	GRMZM2G075000	GRMZM2G075000		Gene Model - MaizeGDB
Zm00001eb355640	Zm00001d011048	GRMZM2G023471	Zm00001d011048		Gene Model - MaizeGDB
Zm00001eb355650	Zm00001d011049	GRMZM2G084429	umc2c		Gene Model - MaizeGDB
Zm00001eb355670	Zm00001d011051	GRMZM2G083847	acr26	ACT domain repeat26	Gene Model - MaizeGDB
Zm00001eb355700		GRMZM2G099082	xat6	xylan &#945;-1,3-arabinofuranosyl-transferase6	Gene Model - MaizeGDB
Zm00001eb355710	Zm00001d011058	GRMZM5G880268	dof5	C2C2-Dof-transcription factor 5	Gene Model - MaizeGDB
Zm00001eb355710	Zm00001d011058	GRMZM5G880268	dof5	C2C2-Dof-transcription factor 5	Grassius
Zm00001eb355740	Zm00001d011060	AC186798	ring485	RING-type E3 ligase485	GenBank
Zm00001eb355740	Zm00001d011060	AY110257	ring485	RING-type E3 ligase485	GenBank
Zm00001eb355740	Zm00001d011060	GRMZM2G141922	ring485	RING-type E3 ligase485	Gene Model - MaizeGDB
Zm00001eb355750	Zm00001d011061	GRMZM2G141873	si614032b07d		Gene Model - MaizeGDB
Zm00001eb355760	Zm00001d011062	GRMZM2G141859	prh58	protein phosphatase homolog58	Gene Model - MaizeGDB
Zm00001eb355770	Zm00001d011063	GRMZM2G070912	mtl4	metallothionein4	Gene Model - MaizeGDB
Zm00001eb355770	Zm00001d011063	GRMZM6G198866	mtl4	metallothionein4	Gene Model - MaizeGDB
Zm00001eb355790	Zm00001d011064	GRMZM2G070978	pco142484		Gene Model - MaizeGDB
Zm00001eb355810	Zm00001d011066	AW231873	blk3	bik1-like kinase3	GenBank
Zm00001eb355810	Zm00001d011066	GRMZM2G047588	blk3	bik1-like kinase3	Gene Model - MaizeGDB
Zm00001eb355820	Zm00001d011067	GRMZM2G047577	LOC103635973		Gene Model - MaizeGDB
Zm00001eb355850	Zm00001d011069	GRMZM2G047219	cl63430_1		Gene Model - MaizeGDB
Zm00001eb355860	Zm00001d011070	GRMZM2G346706	gras6	GRAS-transcription factor 6	Gene Model - MaizeGDB
Zm00001eb355860	Zm00001d011070	GRMZM2G346706	gras6	GRAS-transcription factor 6	Grassius
Zm00001eb355870	Zm00001d011070	GRMZM2G346706	gras6	GRAS-transcription factor 6	Gene Model - MaizeGDB
Zm00001eb355870	Zm00001d011070	GRMZM2G346706	gras6	GRAS-transcription factor 6	Grassius
Zm00001eb355970	Zm00001d011078	GRMZM2G042623	pum15	pumilio15	Gene Model - MaizeGDB
Zm00001eb355990	Zm00001d011080	AY104061	sci1	subtilisin-chymotrypsin inhibitor homolog1	GenBank
Zm00001eb355990	Zm00001d011080	EU954522	sci1	subtilisin-chymotrypsin inhibitor homolog1	GenBank
Zm00001eb355990	Zm00001d011080	EZ061493 	sci1	subtilisin-chymotrypsin inhibitor homolog1	GenBank
Zm00001eb355990	Zm00001d011080	EZ109893  	sci1	subtilisin-chymotrypsin inhibitor homolog1	GenBank
Zm00001eb355990	Zm00001d011080	EZ112530	sci1	subtilisin-chymotrypsin inhibitor homolog1	GenBank
Zm00001eb355990	Zm00001d011080	GRMZM2G028393	sci1	subtilisin-chymotrypsin inhibitor homolog1	Classical Genes
Zm00001eb356000	Zm00001d011081	GRMZM2G028986	cybv14	cytochrome b5-14	Gene Model - MaizeGDB
Zm00001eb356050	Zm00001d011086	GRMZM2G067985	uaz233a(act)		Gene Model - MaizeGDB
Zm00001eb356050	Zm00001d011087	GRMZM2G549274	act11	actin11	Gene Model - MaizeGDB
Zm00001eb356080	Zm00001d011089	GRMZM2G013100	cl24139_-2b		Gene Model - MaizeGDB
Zm00001eb356090	Zm00001d011091	GRMZM2G060045	umc12a		Gene Model - MaizeGDB
Zm00001eb356100	Zm00001d011092	GRMZM2G470513	umc2401		Gene Model - MaizeGDB
Zm00001eb356110	Zm00001d011093	GRMZM2G168590	dnaJ80	DnaJ/Hsp40 80	Gene Model - MaizeGDB
Zm00001eb356130	Zm00001d011095	GRMZM2G020544	bnlg1651		Gene Model - MaizeGDB
Zm00001eb356140	Zm00001d011096	AC199001.3_FG005	ago1	argonaute1	Gene Model - MaizeGDB
Zm00001eb356140	Zm00001d011096	AGO113	ago1	argonaute1	ChromDB
Zm00001eb356140	Zm00001d011096	EU946677	ago1	argonaute1	GenBank
Zm00001eb356140	Zm00001d011096	GRMZM2G162525	ago1	argonaute1	Gene Model - MaizeGDB
Zm00001eb356160	Zm00001d011097	AY921641	opr4	12-oxo-phytodienoic acid reductase4	GenBank
Zm00001eb356160	Zm00001d011097	EU947281	opr4	12-oxo-phytodienoic acid reductase4	GenBank
Zm00001eb356170	Zm00001d011099	AY109558	mmt1	methionine S-methyltransferase1	GenBank
Zm00001eb356170	Zm00001d011099	EU950503	mmt1	methionine S-methyltransferase1	GenBank
Zm00001eb356170	Zm00001d011099	GRMZM2G098031	mmt1	methionine S-methyltransferase1	Gene Model - MaizeGDB
Zm00001eb356170	Zm00001d011099	GRMZM2G098039	mmt1	methionine S-methyltransferase1	Gene Model - MaizeGDB
Zm00001eb356180	Zm00001d011100	GRMZM2G098153	pco062167		Gene Model - MaizeGDB
Zm00001eb356190	Zm00001d011101	GRMZM2G098203	IDP8682		Gene Model - MaizeGDB
Zm00001eb356210	Zm00001d011103	GRMZM2G098237	pco112154		Gene Model - MaizeGDB
Zm00001eb356220	Zm00001d011104	GRMZM2G076544	Zm00001d011104		Gene Model - MaizeGDB
Zm00001eb356240	Zm00001d011108	GRMZM2G339151	vim102	variant in methylation102	Gene Model - MaizeGDB
Zm00001eb356260	Zm00001d011111	GRMZM2G477847	LOC100277281		Gene Model - MaizeGDB
Zm00001eb356270	Zm00001d011112	GRMZM2G175236	IDP7352		Gene Model - MaizeGDB
Zm00001eb356280	Zm00001d011113	GRMZM2G175273	pco133825		Gene Model - MaizeGDB
Zm00001eb356300	Zm00001d011117	GRMZM2G363429	Zm00001d011117		Gene Model - MaizeGDB
Zm00001eb356310	Zm00001d011118	AC199039.3_FG003	Zm00001d011118		Gene Model - MaizeGDB
Zm00001eb356320	Zm00001d011119	GRMZM2G363460	pco110845		Gene Model - MaizeGDB
Zm00001eb356340	Zm00001d011122	GRMZM6G942746	cl7443_1		Gene Model - MaizeGDB
Zm00001eb356350	Zm00001d011123	GRMZM2G101664	IDP535		Gene Model - MaizeGDB
Zm00001eb356370	Zm00001d011125	AY111332	IDP374		GenBank
Zm00001eb356370	Zm00001d011125	GRMZM2G456835	IDP374		Gene Model - MaizeGDB
Zm00001eb356410	Zm00001d011130	AY112366	IDP2365		GenBank
Zm00001eb356410	Zm00001d011130	GRMZM2G176707	IDP2365		Gene Model - MaizeGDB
Zm00001eb356420	Zm00001d011131	GRMZM2G001243	prh19	protein phosphatase homolog19	Gene Model - MaizeGDB
Zm00001eb356420	Zm00001d011132	GRMZM2G437575	prh18	protein phosphatase homolog18	Gene Model - MaizeGDB
Zm00001eb356430	Zm00001d011133	GRMZM2G137802	wrky68	WRKY-transcription factor 68	Gene Model - MaizeGDB
Zm00001eb356430	Zm00001d011133	GRMZM2G137802	wrky68	WRKY-transcription factor 68	Grassius
Zm00001eb356440	Zm00001d011134	GRMZM2G113078	ereb117	AP2-EREBP-transcription factor 117	Gene Model - MaizeGDB
Zm00001eb356450	Zm00001d011135	GRMZM2G088132	LOC100285974		Gene Model - MaizeGDB
Zm00001eb356460	Zm00001d011136	GRMZM2G181269	GRMZM2G181269		Gene Model - MaizeGDB
Zm00001eb356480	Zm00001d011138	GRMZM2G100229	iqd22	IQ-domain 22	Gene Model - MaizeGDB
Zm00001eb356490	Zm00001d011139	AF254072	hdt102	histone deacetylase102	GenBank
Zm00001eb356490	Zm00001d011139	GRMZM2G100146	hdt102	histone deacetylase102	Gene Model - MaizeGDB
Zm00001eb356500	Zm00001d011140	GRMZM2G464754	Zm00001d011140		Gene Model - MaizeGDB
Zm00001eb356520	Zm00001d011144	AC207342.3_FG008	AC207342.3_FG008		Gene Model - MaizeGDB
Zm00001eb356540	Zm00001d000226	GRMZM2G028733	GRMZM2G028733		Gene Model - MaizeGDB
Zm00001eb356550	Zm00001d011147	GRMZM2G088196	pht28	phosphate transporter protein28	Gene Model - MaizeGDB
Zm00001eb356560	Zm00001d011149	GRMZM2G088218	pco088497		Gene Model - MaizeGDB
Zm00001eb356560	Zm00001d011150	GRMZM2G088218	pco088497		Gene Model - MaizeGDB
Zm00001eb356570	Zm00001d011152	EE257979	EE257979		GenBank
Zm00001eb356570	Zm00001d011152	GRMZM5G819140	EE257979		Gene Model - MaizeGDB
Zm00001eb356570	Zm00001d011152	GRMZM5G876518	EE257979		Gene Model - MaizeGDB
Zm00001eb356600	Zm00001d011154	AF244692	gst27	glutathione transferase27	GenBank
Zm00001eb356600	Zm00001d011154	EU972479	gst27	glutathione transferase27	GenBank
Zm00001eb356600	Zm00001d011154	GRMZM2G077206	gst27	glutathione transferase27	Gene Model - MaizeGDB
Zm00001eb356610	Zm00001d011155	GRMZM2G077125	Zm00001d011155		Gene Model - MaizeGDB
Zm00001eb356620	Zm00001d011156	GRMZM2G338158	pgl45	polygalacturonase45	Gene Model - MaizeGDB
Zm00001eb356640		GRMZM2G158758	cl56634_1a		Gene Model - MaizeGDB
Zm00001eb356650	Zm00001d011158	GRMZM2G335720	phd10	PHD-transcription factor 10	Gene Model - MaizeGDB
Zm00001eb356650	Zm00001d011158	GRMZM2G335720	phd10	PHD-transcription factor 10	Grassius
Zm00001eb356710	Zm00001d011162	EU952511	ric1	ras-related protein RIC1	GenBank
Zm00001eb356710	Zm00001d011162	EU953148	ric1	ras-related protein RIC1	GenBank
Zm00001eb356710	Zm00001d011162	EU973782	ric1	ras-related protein RIC1	GenBank
Zm00001eb356710	Zm00001d011162	GRMZM2G106960	ric1	ras-related protein RIC1	Gene Model - MaizeGDB
Zm00001eb356720	Zm00001d011164	GRMZM2G160719	IDP2584		Gene Model - MaizeGDB
Zm00001eb356740	Zm00001d011165	GRMZM2G029833	cl48699_1b		Gene Model - MaizeGDB
Zm00001eb356760	Zm00001d011166	GRMZM2G051767	IDP7320		Gene Model - MaizeGDB
Zm00001eb356770	Zm00001d011167	GRMZM2G064675	cl26374_1		Gene Model - MaizeGDB
Zm00001eb356840	Zm00001d011174	AJ131718	see2a	senescence enhanced2a	GenBank
Zm00001eb356840	Zm00001d011174	GRMZM2G081626	see2a	senescence enhanced2a	Gene Model - MaizeGDB
Zm00001eb356850	Zm00001d011177	GRMZM2G003734	si486029c04		Gene Model - MaizeGDB
Zm00001eb356910	Zm00001d011183	GRMZM2G018375	thi1	thiamine biosynthesis1	Gene Model - MaizeGDB
Zm00001eb356920	Zm00001d011185	AC199315.4_FG001	LOC100193246		Gene Model - MaizeGDB
Zm00001eb356930	Zm00001d011187	GRMZM2G164341	bhlh92	bHLH-transcription factor 92	Gene Model - MaizeGDB
Zm00001eb356930	Zm00001d011187	GRMZM2G164341	bhlh92	bHLH-transcription factor 92	Grassius
Zm00001eb356950	Zm00001d011189	GRMZM2G132577	Zm00001d011189		Gene Model - MaizeGDB
Zm00001eb356980	Zm00001d011193	GRMZM2G106479	cl8855_1c		Gene Model - MaizeGDB
Zm00001eb357000	Zm00001d011195	GRMZM2G136765	prh57	protein phosphatase homolog57	Gene Model - MaizeGDB
Zm00001eb357010	Zm00001d011197	AY105942	IDP788		GenBank
Zm00001eb357010	Zm00001d011197	GRMZM2G409343	IDP788		Gene Model - MaizeGDB
Zm00001eb357010	Zm00001d011197	GRMZM5G852338	IDP788		Gene Model - MaizeGDB
Zm00001eb357020	Zm00001d011198	GRMZM2G170628	LOC111589982		Gene Model - MaizeGDB
Zm00001eb357040	Zm00001d011202	GRMZM5G813713	prh132	protein phosphatase homolog132	Gene Model - MaizeGDB
Zm00001eb357050	Zm00001d011204	GRMZM2G116083	umc1316		Gene Model - MaizeGDB
Zm00001eb357070	Zm00001d011208	GRMZM2G013448	acco5	1-aminocyclopropane-1-carboxylate oxidase5	Gene Model - MaizeGDB
Zm00001eb357090	Zm00001d011210	EU950720	lyce1	lycopene epsilon cyclase1	GenBank
Zm00001eb357090	Zm00001d011210	GRMZM2G012966	lyce1	lycopene epsilon cyclase1	Gene Model - MaizeGDB
Zm00001eb357100	Zm00001d011210	GRMZM2G012966	LOC100216601		Gene Model - MaizeGDB
Zm00001eb357120	Zm00001d011212	GRMZM2G463133	bhlh77	bHLH-transcription factor 77	Gene Model - MaizeGDB
Zm00001eb357120	Zm00001d011212	GRMZM2G463133	bhlh77	bHLH-transcription factor 77	Grassius
Zm00001eb357160	Zm00001d011217	GRMZM2G096655	lea45	late embryogenesis abundant protein45	Gene Model - MaizeGDB
Zm00001eb357200	Zm00001d011220	GRMZM2G096764	cl34516_1b		Gene Model - MaizeGDB
