HORVU.MOREX.r3.1HG0000030	HORVU1Hr1G000030
Vitvi17g00779	VIT_17s0000g08020
Vitvi17g00780	VIT_17s0000g08030
Vitvi17g00783	VIT_17s0000g08060
Vitvi17g00786	VIT_17s0000g08070
Vitvi17g00787	VIT_17s0000g08080
Vitvi17g00788	VIT_17s0000g08100
Vitvi17g00791	VIT_17s0000g08110
Vitvi17g00793	VIT_17s0000g08130
Vitvi17g00794	VIT_17s0000g08140
Vitvi17g00795	VIT_17s0000g08150
Vitvi17g00796	VIT_17s0000g08160
Vitvi17g00797	VIT_17s0000g08170
Vitvi17g00799	VIT_17s0000g08200
Vitvi17g00801	VIT_17s0000g08210
Vitvi17g00802	VIT_17s0000g08220
Vitvi17g00803	VIT_17s0000g08230
Vitvi17g00804	VIT_17s0000g08240
Vitvi17g00807	VIT_17s0000g08260
Vitvi17g00808	VIT_17s0000g08280
Vitvi17g00809	VIT_17s0000g08290
Vitvi17g00814	VIT_17s0000g08370
Vitvi17g00815	VIT_17s0000g08380
Vitvi17g00816	VIT_17s0000g08390
Vitvi17g00817	VIT_17s0000g08410
Vitvi17g00819	VIT_17s0000g08450
Vitvi17g00820	VIT_17s0000g08460
Vitvi17g00821	VIT_17s0000g08470
Vitvi17g00822	VIT_17s0000g08480
Vitvi17g00823	VIT_17s0000g08490
Vitvi17g00824	VIT_17s0000g08500
Vitvi17g00825	VIT_17s0000g08510
Vitvi17g00826	VIT_17s0000g08520
Vitvi17g00829	VIT_17s0000g08530
Vitvi17g00831	VIT_17s0000g08540
Vitvi17g00832	VIT_17s0000g08550
Vitvi17g00833	VIT_17s0000g08560
Vitvi17g00834	VIT_17s0000g08570
Vitvi17g00836	VIT_17s0000g08580
Vitvi17g00837	VIT_17s0000g08590
Vitvi17g00838	VIT_17s0000g08600
Vitvi17g00839	VIT_17s0000g08610
Vitvi17g00840	VIT_17s0000g08620
Vitvi17g00841	VIT_17s0000g08630
Vitvi17g00842	VIT_17s0000g08640
Vitvi17g00843	VIT_17s0000g08660
Vitvi17g00844	VIT_17s0000g08670
Vitvi17g00845	VIT_17s0000g08680
Vitvi17g00848	VIT_17s0000g08690
Vitvi17g00850	VIT_17s0000g08710
Vitvi17g00854	VIT_17s0000g08720
Vitvi17g00856	VIT_17s0000g08730
Vitvi17g00861	VIT_17s0000g08750
Vitvi17g00862	VIT_17s0000g08760
Vitvi17g00863	VIT_17s0000g08770
Vitvi17g00864	VIT_17s0000g08780
Vitvi17g00866	VIT_17s0000g08790
Vitvi17g00867	VIT_17s0000g08810
Vitvi17g00869	VIT_17s0000g08820
Vitvi17g00870	VIT_17s0000g08830
Vitvi17g00872	VIT_17s0000g08850
Vitvi17g00873	VIT_17s0000g08860
Vitvi17g00874	VIT_17s0000g08870
Vitvi17g00875	VIT_17s0000g08880
Vitvi17g00877	VIT_17s0000g08890
Vitvi17g00878	VIT_17s0000g08900
Vitvi17g00880	VIT_17s0000g08910
Vitvi17g00881	VIT_17s0000g08920
Vitvi17g00882	VIT_17s0000g08930
Vitvi17g00883	VIT_17s0000g08940
Vitvi17g00884	VIT_17s0000g08950
Vitvi17g00885	VIT_17s0000g08960
Vitvi17g00886	VIT_17s0000g08970
Vitvi17g00888	VIT_17s0000g08980
Vitvi17g00889	VIT_17s0000g08990
Vitvi17g00890	VIT_17s0000g09010
Vitvi17g00891	VIT_17s0000g09020
Vitvi17g00892	VIT_17s0000g09040
Vitvi17g00893	VIT_17s0000g09060
Vitvi17g00894	VIT_17s0000g09070
Vitvi17g00895	VIT_17s0000g09080
Vitvi17g00897	VIT_17s0000g09090
Vitvi17g00898	VIT_17s0000g09100
Vitvi17g00899	VIT_17s0000g09110
Vitvi17g00900	VIT_17s0000g09130
Vitvi17g00901	VIT_17s0000g09140
Vitvi17g00903	VIT_17s0000g09150
Vitvi17g00904	VIT_17s0000g09160
Vitvi17g00905	VIT_17s0000g09170
Vitvi17g00907	VIT_17s0000g09200
Vitvi17g00909	VIT_17s0000g09210
Vitvi17g00910	VIT_17s0000g09220
Vitvi17g00911	VIT_17s0000g09230
Vitvi17g00915	VIT_17s0000g09270
Vitvi17g00916	VIT_17s0000g09280
Vitvi17g00917	VIT_17s0000g09290
Vitvi17g00918	VIT_17s0000g09300
Vitvi17g00920	VIT_17s0000g09320
Vitvi17g00921	VIT_17s0000g09330
Vitvi17g00927	VIT_17s0000g09350
Vitvi17g00928	VIT_17s0000g09370
Vitvi17g00929	VIT_17s0000g09380
Vitvi17g00930	VIT_17s0000g09390
Vitvi17g00931	VIT_17s0000g09400
Vitvi17g00932	VIT_17s0000g09420
Vitvi17g00936	VIT_17s0000g09470
Vitvi17g00937	VIT_17s0000g09480
Vitvi17g00938	VIT_17s0000g09490
Vitvi17g00942	VIT_17s0000g09500
Vitvi17g00944	VIT_17s0000g09510
Vitvi17g00953	VIT_17s0000g09620
Vitvi17g00954	VIT_17s0000g09640
Vitvi17g00955	VIT_17s0000g09650
Vitvi17g00957	VIT_17s0000g09670
Vitvi17g00958	VIT_17s0000g09680
Vitvi17g00959	VIT_17s0000g09690
Vitvi17g00963	VIT_17s0000g09700
Vitvi17g00964	VIT_17s0000g09710
Vitvi17g00968	VIT_17s0000g09730
Vitvi17g00969	VIT_17s0000g09740
Vitvi17g00971	VIT_17s0000g09750
Vitvi17g00972	VIT_17s0000g09760
Vitvi17g00973	VIT_17s0000g09770
Vitvi17g00974	VIT_17s0000g09780
Vitvi17g00975	VIT_17s0000g09790
Vitvi17g00977	VIT_17s0000g09810
Vitvi17g00979	VIT_17s0000g09820
Vitvi17g00983	VIT_17s0000g09840
Vitvi17g00985	VIT_17s0000g09850
Vitvi17g00986	VIT_17s0000g09860
Vitvi17g00987	VIT_17s0000g09870
Vitvi17g00989	VIT_17s0000g09890
Vitvi17g00990	VIT_17s0000g09900
Vitvi17g00991	VIT_17s0000g09920
Vitvi17g00994	VIT_17s0000g09930
Vitvi17g00995	VIT_00s1406g00010
Vitvi17g01000	VIT_17s0000g09970
Vitvi17g01001	VIT_17s0000g09980
Vitvi17g01002	VIT_17s0000g09990
Vitvi17g01003	VIT_17s0000g10000
Vitvi17g01011	VIT_17s0000g10050
Vitvi17g01012	VIT_17s0000g10060
Vitvi17g01013	VIT_17s0000g10070
Vitvi17g01015	VIT_17s0000g10080
Vitvi17g01016	VIT_17s0000g10090
Vitvi17g01017	VIT_17s0000g10100
Vitvi17g01018	VIT_17s0000g10110
Vitvi17g01021	VIT_17s0000g10130
Vitvi17g01024	VIT_17s0000g10170
Vitvi17g01025	VIT_17s0000g10180
Vitvi17g01026	VIT_17s0000g10190
Vitvi17g01030	VIT_17s0000g10200
Vitvi17g01034	VIT_17s0000g10210
Vitvi17g01036	VIT_17s0000g10240
Vitvi17g01037	VIT_17s0000g10250
Vitvi17g01038	VIT_17s0000g10280
Vitvi17g01040	VIT_17s0000g10300
Vitvi17g01050	VIT_17s0000g10420
Vitvi17g01068	VIT_17s0000g00440
Vitvi17g01071	VIT_17s0000g00540
Vitvi17g01072	VIT_17s0000g00580
Vitvi17g01073	VIT_17s0000g00600
Vitvi17g01082	VIT_17s0000g00810
Vitvi17g01084	VIT_17s0000g00870
Vitvi17g01086	VIT_17s0000g00920
Vitvi17g01087	VIT_17s0000g00930
Vitvi17g01089	VIT_17s0000g01010
Vitvi17g01092	VIT_17s0000g01070
Vitvi17g01097	VIT_17s0119g00030
Vitvi17g01098	VIT_17s0119g00050
Vitvi17g01101	VIT_17s0119g00080
Vitvi17g01102	VIT_17s0119g00090
Vitvi17g01105	VIT_17s0119g00120
Vitvi17g01121	VIT_17s0119g00280
Vitvi17g01122	VIT_17s0119g00300
Vitvi17g01128	VIT_17s0119g00350
Vitvi17g01148	VIT_17s0053g00040
Vitvi17g01161	VIT_17s0053g00110
Vitvi17g01162	VIT_17s0053g00120
Vitvi17g01164	VIT_17s0053g00140
Vitvi17g01165	VIT_17s0053g00160
Vitvi17g01166	VIT_17s0053g00170
Vitvi17g01176	VIT_17s0053g00320
Vitvi17g01181	VIT_17s0053g00360
Vitvi17g01183	VIT_17s0053g00380
Vitvi17g01190	VIT_17s0053g00430
Vitvi17g01202	VIT_17s0053g00580
Vitvi17g01203	VIT_17s0053g00590
Vitvi17g01204	VIT_17s0053g00600
Vitvi17g01206	VIT_17s0053g00610
Vitvi17g01207	VIT_17s0053g00620
Vitvi17g01209	VIT_17s0053g00630
Vitvi17g01217	VIT_17s0053g00670
Vitvi17g01218	VIT_17s0053g00680
Vitvi17g01221	VIT_17s0053g00700
Vitvi17g01223	VIT_17s0053g00710
Vitvi17g01224	VIT_17s0053g00730
Vitvi17g01227	VIT_17s0053g00740
Vitvi17g01228	VIT_17s0053g00750
Vitvi17g01229	VIT_17s0053g00760
Vitvi17g01232	VIT_17s0053g00780
Vitvi17g01251	VIT_17s0053g00990
Vitvi17g01266	VIT_17s0053g01010
Vitvi17g01269	VIT_17s0053g01030
Vitvi17g01270	VIT_17s0053g01060
Vitvi17g01275	VIT_00s0201g00020
Vitvi17g01278	VIT_00s0201g00060
Vitvi17g01279	VIT_00s0201g00070
Vitvi17g01311	VIT_00s0283g00030
Vitvi17g01318	VIT_17s0000g00070
Vitvi17g01319	VIT_17s0000g00080
Vitvi17g01322	VIT_17s0000g00250
Vitvi17g01324	VIT_17s0000g00520
Vitvi17g01326	VIT_17s0000g00640
Vitvi17g01328	VIT_17s0000g00680
Vitvi17g01330	VIT_17s0000g00850
Vitvi17g01331	VIT_17s0000g00890
Vitvi17g01338	VIT_17s0000g01060
Vitvi17g01339	VIT_17s0000g01090
Vitvi17g01340	VIT_17s0000g01100
Vitvi17g01341	VIT_17s0000g01120
Vitvi17g01345	VIT_17s0000g01250
Vitvi17g01346	VIT_17s0000g01300
Vitvi17g01347	VIT_17s0000g01360
Vitvi17g01350	VIT_17s0000g01410
Vitvi17g01351	VIT_17s0000g01440
Vitvi17g01354	VIT_17s0000g01770
Vitvi17g01358	VIT_17s0000g01940
Vitvi17g01359	VIT_17s0000g02110
Vitvi17g01360	VIT_17s0000g02120
Vitvi17g01362	VIT_17s0000g02330
Vitvi17g01368	VIT_17s0000g02440
Vitvi17g01370	VIT_17s0000g02530
Vitvi17g01371	VIT_17s0000g02610
Vitvi17g01376	VIT_17s0000g02830
Vitvi17g01377	VIT_17s0000g02870
Vitvi17g01378	VIT_17s0000g02880
Vitvi17g01379	VIT_17s0000g02920
Vitvi17g01380	VIT_17s0000g02930
Vitvi17g01381	VIT_17s0000g02940
Vitvi17g01382	VIT_17s0000g02950
Vitvi17g01386	VIT_17s0000g03090
Vitvi17g01391	VIT_17s0000g03270
Vitvi17g01392	VIT_17s0000g03320
Vitvi17g01393	VIT_17s0000g03350
Vitvi17g01395	VIT_17s0000g03360
Vitvi17g01399	VIT_17s0000g03490
Vitvi17g01400	VIT_17s0000g03520
Vitvi17g01401	VIT_17s0000g03570
Vitvi17g01403	VIT_17s0000g03620
Vitvi17g01404	VIT_17s0000g03640
Vitvi17g01405	VIT_17s0000g03650
Vitvi17g01407	VIT_17s0000g03750
Vitvi17g01408	VIT_17s0000g03760
Vitvi17g01409	VIT_17s0000g03780
Vitvi17g01410	VIT_17s0000g03800
Vitvi17g01411	VIT_17s0000g03840
Vitvi17g01414	VIT_17s0000g03910
Vitvi17g01421	VIT_17s0000g04350
Vitvi17g01422	VIT_17s0000g04370
Vitvi17g01423	VIT_17s0000g04380
Vitvi17g01427	VIT_17s0000g04570
Vitvi17g01433	VIT_17s0000g04840
Vitvi17g01434	VIT_17s0000g04860
Vitvi17g01435	VIT_17s0000g04870
Vitvi17g01439	VIT_17s0000g05010
Vitvi17g01440	VIT_17s0000g05030
Vitvi17g01446	VIT_17s0000g05230
Vitvi17g01447	VIT_17s0000g05270
Vitvi17g01448	VIT_17s0000g05280
Vitvi17g01451	VIT_17s0000g05360
Vitvi17g01454	VIT_17s0000g05710
Vitvi17g01455	VIT_17s0000g05720
Vitvi17g01457	VIT_17s0000g05730
Vitvi17g01459	VIT_17s0000g05760
Vitvi17g01465	VIT_17s0000g06110
Vitvi17g01466	VIT_17s0000g06120
Vitvi17g01467	VIT_17s0000g06130
Vitvi17g01470	VIT_17s0000g06300
Vitvi17g01474	VIT_17s0000g06390
Vitvi17g01477	VIT_17s0000g06600
Vitvi17g01479	VIT_17s0000g06690
Vitvi17g01485	VIT_17s0000g06740
Vitvi17g01486	VIT_17s0000g06750
Vitvi17g01488	VIT_17s0000g06830
Vitvi17g01490	VIT_17s0000g06860
Vitvi17g01492	VIT_17s0000g07010
Vitvi17g01495	VIT_17s0000g07060
Vitvi17g01497	VIT_17s0000g07070
Vitvi17g01502	VIT_17s0000g07100
Vitvi17g01504	VIT_17s0000g07130
Vitvi17g01505	VIT_17s0000g07140
Vitvi17g01506	VIT_17s0000g07170
Vitvi17g01511	VIT_17s0000g07260
Vitvi17g01512	VIT_17s0000g07330
Vitvi17g01513	VIT_17s0000g07370
Vitvi17g01520	VIT_17s0000g07420
Vitvi17g01521	VIT_17s0000g07450
Vitvi17g01522	VIT_17s0000g07540
Vitvi17g01523	VIT_17s0000g07560
Vitvi17g01525	VIT_17s0000g07650
Vitvi17g01528	VIT_17s0000g07690
Vitvi17g01531	VIT_17s0000g07810
Vitvi17g01532	VIT_17s0000g07870
Vitvi17g01535	VIT_17s0000g07990
Vitvi17g01543	VIT_17s0000g08400
Vitvi17g01550	VIT_17s0000g08700
Vitvi17g01553	VIT_17s0000g08840
Vitvi17g01554	VIT_17s0000g09000
Vitvi17g01556	VIT_17s0000g09050
Vitvi17g01571	VIT_17s0000g09570
Vitvi17g01574	VIT_17s0000g09590
Vitvi17g01576	VIT_17s0000g09610
Vitvi17g01581	VIT_17s0000g09720
Vitvi17g01585	VIT_17s0000g09910
Vitvi17g01592	VIT_17s0000g10260
Vitvi17g01593	VIT_17s0000g10270
Vitvi17g01596	VIT_17s0000g10370
Vitvi17g01598	VIT_17s0000g10430
Vitvi17g01604	VIT_17s0000g00420
Vitvi17g01605	VIT_17s0000g00450
Vitvi17g01609	VIT_17s0000g00940
Vitvi17g01610	VIT_17s0119g00060
Vitvi17g01611	VIT_17s0119g00070
Vitvi17g01622	VIT_17s0119g00240
Vitvi17g01633	VIT_17s0053g00070
Vitvi17g01634	VIT_17s0053g00080
Vitvi17g01635	VIT_17s0053g00090
Vitvi17g01643	VIT_17s0053g00410
Vitvi17g01646	VIT_17s0053g00460
Vitvi17g01651	VIT_17s0053g00560
Vitvi17g01656	VIT_17s0053g00790
Vitvi17g01658	VIT_17s0053g00880
Vitvi17g01660	VIT_17s0053g01020
Vitvi17g01662	VIT_17s0053g01050
Vitvi17g01697	VIT_00s0336g00010
Vitvi17g04002	VIT_00s0283g00080
Vitvi17g04004	VIT_00s0145g00110
Vitvi17g04009	VIT_17s0000g00460
Vitvi17g04012	VIT_17s0000g00650
Vitvi17g04015	VIT_17s0000g01040
Vitvi17g04018	VIT_17s0000g01140
Vitvi17g04025	VIT_17s0000g01760
Vitvi17g04040	VIT_17s0000g02340
Vitvi17g04052	VIT_17s0000g02520
Vitvi17g04068	VIT_17s0000g03080
Vitvi17g04069	VIT_17s0000g03110
Vitvi17g04074	VIT_17s0000g03200
Vitvi17g04085	VIT_17s0000g03680
Vitvi17g04088	VIT_17s0000g03890
Vitvi17g04092	VIT_17s0000g04070
Vitvi17g04097	VIT_17s0000g04300
Vitvi17g04098	VIT_17s0000g04320
Vitvi17g04101	VIT_17s0000g04390
Vitvi17g04111	VIT_14s0083g00670
Vitvi17g04120	VIT_17s0000g04720
Vitvi17g04129	VIT_17s0000g04920
Vitvi17g04134	VIT_17s0000g05050
Vitvi17g04153	VIT_17s0000g05820
Vitvi17g04155	VIT_17s0000g05970
Vitvi17g04156	VIT_17s0000g05980
Vitvi17g04165	VIT_17s0000g06260
Vitvi17g04173	VIT_17s0000g06430
Vitvi17g04175	VIT_17s0000g06560
Vitvi17g04179	VIT_17s0000g06700
Vitvi17g04190	VIT_17s0000g06870
Vitvi17g04196	VIT_17s0000g07030
Vitvi17g04216	VIT_17s0000g07400
Vitvi17g04219	VIT_17s0000g07620
Vitvi17g04221	VIT_17s0000g07660
Vitvi17g04222	VIT_17s0000g07670
Vitvi17g04223	VIT_17s0000g07710
Vitvi17g04230	VIT_17s0000g08090
Vitvi17g04236	VIT_16s0115g00060
Vitvi17g04245	VIT_17s0000g08740
Vitvi17g04246	VIT_17s0000g08800
Vitvi17g04253	VIT_01s0137g00530
Vitvi17g04255	VIT_17s0000g09190
Vitvi17g04258	VIT_17s0000g09310
Vitvi17g04269	VIT_17s0000g09550
Vitvi17g04273	VIT_05s0029g00580
Vitvi17g04275	VIT_17s0000g09830
Vitvi17g04292	VIT_17s0000g00760
Vitvi17g04299	VIT_17s0119g00160
Vitvi17g04304	VIT_17s0119g00230
Vitvi17g04322	VIT_02s0012g02450
Vitvi17g04324	VIT_17s0053g00200
Vitvi17g04340	VIT_17s0053g00570
Vitvi17g04366	VIT_17s0053g00970
Vitvi17g04367	VIT_17s0053g00980
Vitvi17g04380	VIT_05s0136g00340
Vitvi18g00002	VIT_18s0122g00050
Vitvi18g00003	VIT_18s0122g00080
Vitvi18g00004	VIT_18s0122g00090
Vitvi18g00006	VIT_18s0122g00110
Vitvi18g00008	VIT_18s0122g00120
Vitvi18g00009	VIT_18s0122g00140
Vitvi18g00010	VIT_18s0122g00160
Vitvi18g00011	VIT_18s0122g00190
Vitvi18g00013	VIT_18s0122g00230
Vitvi18g00014	VIT_18s0122g00240
Vitvi18g00015	VIT_18s0122g00260
Vitvi18g00018	VIT_18s0122g00280
Vitvi18g00020	VIT_18s0122g00300
Vitvi18g00022	VIT_18s0122g00330
Vitvi18g00023	VIT_18s0122g00350
Vitvi18g00027	VIT_18s0122g00380
Vitvi18g00030	VIT_18s0122g00410
Vitvi18g00031	VIT_18s0122g00430
Vitvi18g00033	VIT_18s0122g00450
Vitvi18g00034	VIT_18s0122g00470
Vitvi18g00035	VIT_18s0122g00480
Vitvi18g00036	VIT_18s0122g00500
Vitvi18g00037	VIT_18s0122g00510
Vitvi18g00039	VIT_18s0122g00530
Vitvi18g00040	VIT_18s0122g00550
Vitvi18g00041	VIT_18s0122g00560
Vitvi18g00042	VIT_18s0122g00590
Vitvi18g00043	VIT_18s0122g00610
Vitvi18g00044	VIT_18s0122g00660
Vitvi18g00045	VIT_18s0122g00670
Vitvi18g00046	VIT_18s0122g00680
Vitvi18g00047	VIT_18s0122g00700
Vitvi18g00048	VIT_18s0122g00710
Vitvi18g00049	VIT_18s0122g00750
Vitvi18g00050	VIT_18s0122g00780
Vitvi18g00051	VIT_18s0122g00790
Vitvi18g00052	VIT_18s0122g00800
Vitvi18g00053	VIT_18s0122g00820
Vitvi18g00054	VIT_18s0122g00830
Vitvi18g00055	VIT_18s0122g00840
Vitvi18g00056	VIT_18s0122g00850
Vitvi18g00057	VIT_18s0122g00860
Vitvi18g00058	VIT_18s0122g00870
Vitvi18g00059	VIT_18s0122g00880
Vitvi18g00060	VIT_18s0122g00890
Vitvi18g00061	VIT_18s0122g00910
Vitvi18g00064	VIT_18s0122g00920
Vitvi18g00065	VIT_18s0122g00930
Vitvi18g00067	VIT_18s0122g00950
Vitvi18g00068	VIT_18s0122g00960
Vitvi18g00069	VIT_18s0122g00970
Vitvi18g00070	VIT_18s0122g00980
Vitvi18g00071	VIT_18s0122g00990
Vitvi18g00072	VIT_18s0122g01010
Vitvi18g00073	VIT_18s0122g01020
Vitvi18g00075	VIT_18s0122g01030
Vitvi18g00076	VIT_18s0122g01040
Vitvi18g00077	VIT_18s0122g01050
Vitvi18g00078	VIT_18s0122g01060
Vitvi18g00079	VIT_18s0122g01080
Vitvi18g00080	VIT_18s0122g01110
Vitvi18g00081	VIT_18s0122g01120
Vitvi18g00082	VIT_18s0122g01130
Vitvi18g00084	VIT_18s0122g01140
Vitvi18g00086	VIT_18s0122g01200
Vitvi18g00087	VIT_18s0122g01210
Vitvi18g00088	VIT_18s0122g01220
Vitvi18g00089	VIT_18s0122g01230
Vitvi18g00090	VIT_18s0122g01240
Vitvi18g00091	VIT_18s0122g01260
Vitvi18g00092	VIT_18s0122g01270
Vitvi18g00093	VIT_18s0122g01280
Vitvi18g00095	VIT_18s0122g01320
Vitvi18g00096	VIT_18s0122g01340
Vitvi18g00098	VIT_18s0122g01350
Vitvi18g00099	VIT_18s0122g01370
Vitvi18g00100	VIT_18s0122g01380
Vitvi18g00101	VIT_18s0122g01400
Vitvi18g00102	VIT_18s0122g01410
Vitvi18g00103	VIT_18s0122g01430
Vitvi18g00105	VIT_18s0122g01440
Vitvi18g00107	VIT_18s0122g01480
Vitvi18g00108	VIT_18s0001g00030
Vitvi18g00109	VIT_18s0001g00040
Vitvi18g00110	VIT_18s0001g00050
Vitvi18g00111	VIT_18s0001g00060
Vitvi18g00112	VIT_18s0001g00070
Vitvi18g00113	VIT_18s0001g00090
Vitvi18g00114	VIT_18s0001g00100
Vitvi18g00115	VIT_18s0001g00110
Vitvi18g00116	VIT_18s0001g00120
Vitvi18g00117	VIT_18s0001g00130
Vitvi18g00118	VIT_18s0001g00160
Vitvi18g00119	VIT_18s0001g00170
Vitvi18g00120	VIT_18s0001g00180
Vitvi18g00121	VIT_18s0001g00210
Vitvi18g00122	VIT_18s0001g00220
Vitvi18g00124	VIT_18s0001g00290
Vitvi18g00127	VIT_18s0001g00300
Vitvi18g00130	VIT_18s0001g00360
Vitvi18g00131	VIT_18s0001g00370
Vitvi18g00132	VIT_18s0001g00380
Vitvi18g00133	VIT_18s0001g00410
Vitvi18g00134	VIT_18s0001g00440
Vitvi18g00135	VIT_18s0001g00450
Vitvi18g00136	VIT_12s0035g01010
Vitvi18g00137	VIT_10s0116g01600
Vitvi18g00138	VIT_18s0001g00480
Vitvi18g00139	VIT_18s0001g00490
Vitvi18g00140	VIT_18s0001g00500
Vitvi18g00142	VIT_18s0001g00510
Vitvi18g00143	VIT_18s0001g00550
Vitvi18g00144	VIT_18s0001g00560
Vitvi18g00145	VIT_18s0001g00570
Vitvi18g00146	VIT_18s0001g00580
Vitvi18g00147	VIT_18s0001g00600
Vitvi18g00148	VIT_18s0001g00610
Vitvi18g00150	VIT_18s0001g00660
Vitvi18g00151	VIT_18s0001g00670
Vitvi18g00152	VIT_18s0001g00690
Vitvi18g00153	VIT_18s0001g00700
Vitvi18g00154	VIT_18s0001g00720
Vitvi18g00156	VIT_18s0001g00740
Vitvi18g00157	VIT_18s0001g00750
Vitvi18g00158	VIT_18s0001g00760
Vitvi18g00159	VIT_18s0001g00770
Vitvi18g00161	VIT_18s0001g00800
Vitvi18g00163	VIT_18s0001g00810
Vitvi18g00164	VIT_18s0001g00840
Vitvi18g00167	VIT_18s0001g00860
Vitvi18g00168	VIT_18s0001g00870
Vitvi18g00169	VIT_18s0001g00890
Vitvi18g00170	VIT_18s0001g00900
Vitvi18g00171	VIT_18s0001g00910
Vitvi18g00172	VIT_18s0001g00950
Vitvi18g00173	VIT_18s0001g00960
Vitvi18g00174	VIT_18s0001g00980
Vitvi18g00175	VIT_18s0001g00990
Vitvi18g00176	VIT_18s0001g01020
Vitvi18g00177	VIT_18s0001g01030
Vitvi18g00179	VIT_18s0001g01050
Vitvi18g00181	VIT_18s0001g01060
Vitvi18g00183	VIT_18s0001g01080
Vitvi18g00184	VIT_18s0001g01090
Vitvi18g00185	VIT_18s0001g01110
Vitvi18g00188	VIT_18s0001g01120
Vitvi18g00189	VIT_18s0001g01130
Vitvi18g00190	VIT_18s0001g01140
Vitvi18g00191	VIT_18s0001g01160
Vitvi18g00192	VIT_18s0001g01180
Vitvi18g00196	VIT_18s0001g01270
Vitvi18g00203	VIT_18s0001g01370
Vitvi18g00204	VIT_18s0001g01390
Vitvi18g00209	VIT_18s0001g01560
Vitvi18g00211	VIT_18s0001g01580
Vitvi18g00212	VIT_18s0001g01590
Vitvi18g00213	VIT_18s0001g01600
Vitvi18g00214	VIT_18s0001g01630
Vitvi18g00215	VIT_18s0001g01640
Vitvi18g00216	VIT_18s0001g01660
Vitvi18g00217	VIT_18s0001g01670
Vitvi18g00219	VIT_18s0001g01690
Vitvi18g00221	VIT_18s0001g01760
Vitvi18g00222	VIT_18s0001g01770
Vitvi18g00223	VIT_18s0001g01780
Vitvi18g00224	VIT_18s0001g01810
Vitvi18g00226	VIT_18s0001g01830
Vitvi18g00227	VIT_18s0001g01840
Vitvi18g00228	VIT_18s0001g01850
Vitvi18g00230	VIT_18s0001g01860
Vitvi18g00231	VIT_18s0001g01930
Vitvi18g00232	VIT_18s0001g01950
Vitvi18g00233	VIT_18s0001g01960
Vitvi18g00234	VIT_18s0001g01980
Vitvi18g00236	VIT_18s0001g02000
Vitvi18g00237	VIT_18s0001g02020
Vitvi18g00238	VIT_18s0001g02050
Vitvi18g00239	VIT_18s0001g02060
Vitvi18g00240	VIT_18s0001g02090
Vitvi18g00241	VIT_18s0001g02120
Vitvi18g00242	VIT_18s0001g02140
Vitvi18g00243	VIT_18s0001g02160
Vitvi18g00244	VIT_18s0001g02200
Vitvi18g00245	VIT_18s0001g02220
Vitvi18g00246	VIT_18s0001g02230
Vitvi18g00247	VIT_18s0001g02260
Vitvi18g00248	VIT_18s0001g02270
Vitvi18g00250	VIT_18s0001g02300
Vitvi18g00251	VIT_18s0001g02340
Vitvi18g00252	VIT_18s0001g02370
Vitvi18g00253	VIT_18s0001g02380
Vitvi18g00254	VIT_18s0001g02420
Vitvi18g00255	VIT_18s0001g02440
Vitvi18g00256	VIT_18s0001g02470
Vitvi18g00257	VIT_18s0001g02480
Vitvi18g00258	VIT_18s0001g02510
Vitvi18g00260	VIT_18s0001g02540
Vitvi18g00261	VIT_18s0001g02550
Vitvi18g00262	VIT_18s0001g02570
Vitvi18g00263	VIT_18s0001g02610
Vitvi18g00264	VIT_18s0001g02630
Vitvi18g00265	VIT_18s0001g02640
Vitvi18g00267	VIT_18s0001g02680
Vitvi18g00268	VIT_18s0001g02690
Vitvi18g00269	VIT_18s0001g02700
Vitvi18g00270	VIT_18s0001g02710
Vitvi18g00271	VIT_18s0001g02730
Vitvi18g00272	VIT_18s0001g02740
Vitvi18g00273	VIT_18s0001g02780
Vitvi18g00274	VIT_18s0001g02790
Vitvi18g00275	VIT_18s0001g02810
Vitvi18g00276	VIT_18s0001g02820
Vitvi18g00279	VIT_18s0001g02950
Vitvi18g00280	VIT_18s0001g02970
Vitvi18g00281	VIT_18s0001g03000
Vitvi18g00283	VIT_18s0001g03080
Vitvi18g00284	VIT_18s0001g03090
Vitvi18g00285	VIT_18s0001g03100
Vitvi18g00286	VIT_18s0001g03110
Vitvi18g00287	VIT_18s0001g03130
Vitvi18g00288	VIT_18s0001g03150
Vitvi18g00289	VIT_18s0001g03160
Vitvi18g00290	VIT_18s0001g03170
Vitvi18g00291	VIT_18s0001g03180
Vitvi18g00293	VIT_18s0001g03190
Vitvi18g00294	VIT_18s0001g03230
Vitvi18g00295	VIT_18s0001g03240
Vitvi18g00296	VIT_18s0001g03250
Vitvi18g00297	VIT_18s0001g03270
Vitvi18g00298	VIT_18s0001g03290
Vitvi18g00299	VIT_18s0001g03300
Vitvi18g00300	VIT_18s0001g03310
Vitvi18g00301	VIT_18s0001g03330
Vitvi18g00303	VIT_18s0001g03370
Vitvi18g00307	VIT_18s0001g03510
Vitvi18g00308	VIT_18s0001g03520
Vitvi18g00310	VIT_18s0001g03540
Vitvi18g00311	VIT_18s0001g03570
Vitvi18g00312	VIT_18s0001g03580
Vitvi18g00313	VIT_18s0001g03610
Vitvi18g00315	VIT_18s0001g03630
Vitvi18g00316	VIT_18s0001g03670
Vitvi18g00317	VIT_18s0001g03680
Vitvi18g00318	VIT_18s0001g03730
